;X;Y;Count
1;64.7758823276987;0.0494401802008935;36
2;64.7758823276987;0.0579178823286606;676
3;64.7758823276987;0.0678492893797332;121
4;64.7758823276987;0.0794836738541582;196
5;64.7758823276987;0.0931130519878562;3136
6;64.7758823276987;0.100780585344536;3025
7;64.7758823276987;0.109079513189105;729
8;64.7758823276987;0.118061828643838;400
9;64.7758823276987;0.127783806282325;625
10;64.7758823276987;0.138306354691982;441
11;64.7758823276987;0.149695398068842;2500
12;64.7758823276987;0.162022289235335;361
13;64.7758823276987;0.175364256668638;965
14;64.7758823276987;0.189804888340248;256
15;64.7758823276987;0.205434655398033;853
16;64.7758823276987;0.22235147897168;730
17;64.7758823276987;0.24066134365257;965
18;64.7758823276987;0.260478961491582;586
19;64.7758823276987;0.281928490674778;722
20;64.7758823276987;0.305144313379516;520
21;64.7758823276987;0.330271877684288;683
22;64.7758823276987;0.357468608806878;881
23;64.7758823276987;0.386904895379785;810
24;64.7758823276987;0.418765156941976;939
25;64.7758823276987;0.453248999334839;682
26;64.7758823276987;0.490572465240937;717
27;64.7758823276987;0.530969387700249;948
28;64.7758823276987;0.574692855083729;522
29;64.7758823276987;0.622016796702295;749
30;64.7758823276987;0.673237698985165;447
31;64.7758823276987;0.728676462979455;258
32;64.7758823276987;0.788680414808365;411
33;64.7758823276987;0.85362548168354;271
34;64.7758823276987;0.923918547104419;147
35;64.7758823276987;1;97
36;64.7758823276987;1.08234649378349;86
37;64.7758823276987;1.17147393260541;91
38;64.7758823276987;1.26794070351421;38
39;64.7758823276987;1.37235117477397;70
40;64.7758823276987;1.48535948225626;29
41;64.7758823276987;1.60767362762812;39
42;64.7758823276987;1.74005991401147;21
43;64.7758823276987;1.88334774690351;7
44;64.7758823276987;2.03843483043604;31
45;64.7758823276987;2.20629279152858;15
46;64.7758823276987;2.38797326717074;28
47;64.7758823276987;2.58461449297095;27
48;64.7758823276987;2.79744843424909;26
49;64.7758823276987;3.0278085043496;50
50;64.7758823276987;3.27713791853061;55
51;64.7758823276987;3.54699873576652;28
52;64.7758823276987;3.83908164511135;37
53;64.7758823276987;4.15521655793481;35
54;64.7758823276987;4.49738407239183;43
55;64.7758823276987;4.86772788195099;61
56;64.7758823276987;5.26856820572177;51
57;64.7758823276987;5.70241632472211;28
58;64.7758823276987;6.17199031515669;50
59;64.7758823276987;6.68023207727547;35
60;64.7758823276987;7.23032576649908;35
61;64.7758823276987;7.82571774228267;16
62;64.7758823276987;8.47013815969887;22
63;64.7758823276987;9.16762433901178;28
64;64.7758823276987;9.92254605965355;11
65;64.7758823276987;10.7396329370712;7
66;64.7758823276987;11.6240040539606;11
67;64.7758823276987;12.5812000315293;4
68;64.7758823276987;13.6172177417144;9
69;64.7758823276987;14.7385478778309;3
70;64.7758823276987;15.9522156190303;4
71;64.7758823276987;17.2658246433356;4
72;64.7758823276987;18.6876047649948;3
73;64.7758823276987;20.2264634946037;3
74;64.7758823276987;21.892041845024;3
75;64.7758823276987;25.6459563529523;3
76;64.7758823276987;27.7578109383423;1
77;64.7758823276987;30.0435693442197;2
78;64.7758823276987;32.5175519404572;2
79;64.7758823276987;35.1952583291762;2
80;64.7758823276987;41.2303276839432;1
81;64.7758823276987;44.6255006062601;1
82;64.7758823276987;48.3002541145185;1
83;64.7758823276987;77.6510447476478;1
84;66.7067480409554;0.0494401802008935;113
85;66.7067480409554;0.0579178823286606;890
86;66.7067480409554;0.0678492893797332;170
87;66.7067480409554;0.0794836738541582;544
88;66.7067480409554;0.0931130519878562;6905
89;66.7067480409554;0.100780585344536;4804
90;66.7067480409554;0.109079513189105;1073
91;66.7067480409554;0.118061828643838;1025
92;66.7067480409554;0.127783806282325;425
93;66.7067480409554;0.138306354691982;1189
94;66.7067480409554;0.149695398068842;3698
95;66.7067480409554;0.162022289235335;4329
96;66.7067480409554;0.175364256668638;2094
97;66.7067480409554;0.189804888340248;485
98;66.7067480409554;0.205434655398033;915
99;66.7067480409554;0.22235147897168;1569
100;66.7067480409554;0.24066134365257;1414
101;66.7067480409554;0.260478961491582;970
102;66.7067480409554;0.281928490674778;953
103;66.7067480409554;0.305144313379516;1249
104;66.7067480409554;0.330271877684288;1669
105;66.7067480409554;0.357468608806878;1247
106;66.7067480409554;0.386904895379785;1421
107;66.7067480409554;0.418765156941976;1103
108;66.7067480409554;0.453248999334839;1397
109;66.7067480409554;0.490572465240937;1713
110;66.7067480409554;0.530969387700249;1532
111;66.7067480409554;0.574692855083729;648
112;66.7067480409554;0.622016796702295;825
113;66.7067480409554;0.673237698985165;1119
114;66.7067480409554;0.728676462979455;662
115;66.7067480409554;0.788680414808365;780
116;66.7067480409554;0.85362548168354;296
117;66.7067480409554;0.923918547104419;353
118;66.7067480409554;1;248
119;66.7067480409554;1.08234649378349;230
120;66.7067480409554;1.17147393260541;91
121;66.7067480409554;1.26794070351421;105
122;66.7067480409554;1.37235117477397;54
123;66.7067480409554;1.48535948225626;49
124;66.7067480409554;1.60767362762812;41
125;66.7067480409554;1.74005991401147;42
126;66.7067480409554;1.88334774690351;49
127;66.7067480409554;2.03843483043604;112
128;66.7067480409554;2.20629279152858;33
129;66.7067480409554;2.38797326717074;51
130;66.7067480409554;2.58461449297095;57
131;66.7067480409554;2.79744843424909;58
132;66.7067480409554;3.0278085043496;86
133;66.7067480409554;3.27713791853061;67
134;66.7067480409554;3.54699873576652;95
135;66.7067480409554;3.83908164511135;54
136;66.7067480409554;4.15521655793481;114
137;66.7067480409554;4.49738407239183;73
138;66.7067480409554;4.86772788195099;110
139;66.7067480409554;5.26856820572177;112
140;66.7067480409554;5.70241632472211;60
141;66.7067480409554;6.17199031515669;92
142;66.7067480409554;6.68023207727547;85
143;66.7067480409554;7.23032576649908;70
144;66.7067480409554;7.82571774228267;49
145;66.7067480409554;8.47013815969887;25
146;66.7067480409554;9.16762433901178;18
147;66.7067480409554;9.92254605965355;25
148;66.7067480409554;10.7396329370712;35
149;66.7067480409554;11.6240040539606;22
150;66.7067480409554;12.5812000315293;18
151;66.7067480409554;13.6172177417144;17
152;66.7067480409554;14.7385478778309;6
153;66.7067480409554;15.9522156190303;7
154;66.7067480409554;17.2658246433356;7
155;66.7067480409554;18.6876047649948;3
156;66.7067480409554;23.6947747327231;3
157;66.7067480409554;25.6459563529523;4
158;66.7067480409554;27.7578109383423;1
159;66.7067480409554;30.0435693442197;1
160;66.7067480409554;32.5175519404572;1
161;66.7067480409554;35.1952583291762;2
162;66.7067480409554;41.2303276839432;2
163;66.7067480409554;77.6510447476478;1
164;68.6951697807555;0.0494401802008935;277
165;68.6951697807555;0.0579178823286606;773
166;68.6951697807555;0.0678492893797332;128
167;68.6951697807555;0.0794836738541582;369
168;68.6951697807555;0.0931130519878562;5625
169;68.6951697807555;0.100780585344536;5882
170;68.6951697807555;0.109079513189105;832
171;68.6951697807555;0.118061828643838;610
172;68.6951697807555;0.127783806282325;461
173;68.6951697807555;0.138306354691982;1313
174;68.6951697807555;0.149695398068842;2746
175;68.6951697807555;0.162022289235335;4329
176;68.6951697807555;0.175364256668638;2381
177;68.6951697807555;0.189804888340248;356
178;68.6951697807555;0.205434655398033;914
179;68.6951697807555;0.22235147897168;1858
180;68.6951697807555;0.24066134365257;2094
181;68.6951697807555;0.260478961491582;1245
182;68.6951697807555;0.281928490674778;786
183;68.6951697807555;0.305144313379516;947
184;68.6951697807555;0.330271877684288;1721
185;68.6951697807555;0.357468608806878;1006
186;68.6951697807555;0.386904895379785;1617
187;68.6951697807555;0.418765156941976;1428
188;68.6951697807555;0.453248999334839;1737
189;68.6951697807555;0.490572465240937;1804
190;68.6951697807555;0.530969387700249;989
191;68.6951697807555;0.574692855083729;900
192;68.6951697807555;0.622016796702295;732
193;68.6951697807555;0.673237698985165;882
194;68.6951697807555;0.728676462979455;516
195;68.6951697807555;0.788680414808365;626
196;68.6951697807555;0.85362548168354;387
197;68.6951697807555;0.923918547104419;228
198;68.6951697807555;1;231
199;68.6951697807555;1.08234649378349;114
200;68.6951697807555;1.17147393260541;161
201;68.6951697807555;1.26794070351421;72
202;68.6951697807555;1.37235117477397;105
203;68.6951697807555;1.48535948225626;79
204;68.6951697807555;1.60767362762812;60
205;68.6951697807555;1.74005991401147;54
206;68.6951697807555;1.88334774690351;51
207;68.6951697807555;2.03843483043604;47
208;68.6951697807555;2.20629279152858;31
209;68.6951697807555;2.38797326717074;99
210;68.6951697807555;2.58461449297095;81
211;68.6951697807555;2.79744843424909;48
212;68.6951697807555;3.0278085043496;78
213;68.6951697807555;3.27713791853061;98
214;68.6951697807555;3.54699873576652;46
215;68.6951697807555;3.83908164511135;69
216;68.6951697807555;4.15521655793481;82
217;68.6951697807555;4.49738407239183;73
218;68.6951697807555;4.86772788195099;89
219;68.6951697807555;5.26856820572177;88
220;68.6951697807555;5.70241632472211;98
221;68.6951697807555;6.17199031515669;98
222;68.6951697807555;6.68023207727547;104
223;68.6951697807555;7.23032576649908;83
224;68.6951697807555;7.82571774228267;54
225;68.6951697807555;8.47013815969887;40
226;68.6951697807555;9.16762433901178;44
227;68.6951697807555;9.92254605965355;36
228;68.6951697807555;10.7396329370712;17
229;68.6951697807555;11.6240040539606;15
230;68.6951697807555;12.5812000315293;11
231;68.6951697807555;13.6172177417144;9
232;68.6951697807555;14.7385478778309;7
233;68.6951697807555;15.9522156190303;7
234;68.6951697807555;17.2658246433356;6
235;68.6951697807555;18.6876047649948;4
236;68.6951697807555;20.2264634946037;4
237;68.6951697807555;21.892041845024;12
238;68.6951697807555;23.6947747327231;3
239;68.6951697807555;25.6459563529523;2
240;68.6951697807555;27.7578109383423;2
241;68.6951697807555;30.0435693442197;2
242;68.6951697807555;32.5175519404572;1
243;68.6951697807555;35.1952583291762;1
244;68.6951697807555;41.2303276839432;2
